Site,Species,Hour,Minutes,NightLight_10K,NightLight_5K,NightLight_3K
P.E._Campos_do_Jordao,Cuniculus_paca,1,11,0.190798,0.080540903,0.076663002
P.E._Campos_do_Jordao,Cuniculus_paca,19,47,0.190798,0.080540903,0.076663002
P.E._Campos_do_Jordao,Cuniculus_paca,19,0,0.190798,0.080540903,0.076663002
P.E._Campos_do_Jordao,Cuniculus_paca,2,27,0.190798,0.080540903,0.076663002
Sao_Jose_Rio_Pardo,Cuniculus_paca,21,20,0.235854998,0.104506001,0.120008998
Votuporanga,Cuniculus_paca,22,43,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,23,58,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,4,26,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,0,33,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,4,34,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,23,50,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,0,59,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,1,0,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,5,25,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,1,43,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,19,41,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,5,27,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,23,0,0.332904994,0.949056983,0.096624501
Votuporanga,Cuniculus_paca,21,18,0.332904994,0.949056983,0.096624501
Carlos_Botelho,Cuniculus_paca,3,6,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,25,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,20,34,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,48,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,0,40,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,45,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,28,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,52,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,23,36,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,3,43,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,20,10,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,4,54,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,21,26,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,5,14,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,21,39,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,3,37,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,20,54,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,21,33,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,4,8,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,0,43,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,3,39,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,13,26,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,7,18,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,3,30,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,9,25,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,2,33,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,3,2,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,4,42,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,4,21,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,5,12,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,4,50,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,9,50,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,9,58,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,13,15,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,13,5,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,5,18,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,8,1,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,5,46,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,8,11,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,18,48,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,18,52,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,18,53,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,51,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,2,18,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,2,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,8,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,2,23,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,2,36,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,21,10,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,1,19,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,4,4,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,0,12,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,1,50,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,1,27,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,5,6,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,2,22,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,4,56,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,18,37,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,3,14,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,22,0,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,18,36,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,18,56,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,23,18,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,21,57,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,23,37,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,0,19,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,29,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,0,28,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,21,18,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,2,21,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,1,53,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,23,46,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,18,54,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,20,35,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,0,56,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,0,30,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,3,37,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,44,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,0,52,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,19,52,0.0530174,0.100855,0.181837007
Carlos_Botelho,Cuniculus_paca,21,53,0.0530174,0.100855,0.181837007
Intervales,Cuniculus_paca,5,42,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,18,49,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,22,31,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,19,5,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,4,4,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,5,14,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,23,47,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,19,7,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,3,23,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,23,42,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,22,7,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,20,6,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,18,11,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,1,12,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,22,38,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,20,13,0.00919312,0.010537,0.0123196
Intervales,Cuniculus_paca,4,14,0.00919312,0.010537,0.0123196
Ilha_Bela,Cuniculus_paca,23,13,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,19,17,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,19,33,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,1,48,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,4,13,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,23,9,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,2,36,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,22,10,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,2,27,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,0,44,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,2,38,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,3,14,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,18,30,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,18,19,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,20,35,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,18,28,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,21,56,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,18,54,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,20,59,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,4,32,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,1,52,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,19,36,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,2,32,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,23,27,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,20,50,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,4,1,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,1,46,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,3,40,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,3,30,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,4,3,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,19,54,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,3,15,1.983219981,1.201670051,0.40883401
Ilha_Bela,Cuniculus_paca,22,14,1.983219981,1.201670051,0.40883401
Santa_Virginia_ITA,Cuniculus_paca,22,24,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,2,39,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,2,47,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,1,51,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,21,37,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,19,39,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,2,15,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,3,32,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,3,58,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,5,3,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,0,22,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,18,35,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,19,31,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,4,7,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,18,26,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,19,0,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,18,34,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,18,3,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,21,40,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,18,49,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,19,10,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,20,0,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,18,44,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,19,1,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,23,16,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,18,6,0.045827098,0.0272626,0.029198799
Santa_Virginia_ITA,Cuniculus_paca,18,45,0.045827098,0.0272626,0.029198799
Santa_Virginia_VG,Cuniculus_paca,20,22,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,19,1,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,19,0,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,20,38,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,22,2,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,18,51,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,0,30,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,19,30,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,21,49,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,0,10,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,0,18,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,18,35,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,1,0,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,1,20,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,19,53,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,20,38,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,18,57,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,2,49,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,23,16,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,1,29,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,18,47,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,19,11,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,19,31,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,3,59,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,18,58,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,22,16,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,0,7,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,1,51,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,18,20,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,18,23,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,21,3,0.198026001,0.10723,0.083407298
Santa_Virginia_VG,Cuniculus_paca,2,47,0.198026001,0.10723,0.083407298
Paranapanema,Cuniculus_paca,1,15,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,19,40,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,21,52,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,23,24,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,21,3,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,23,32,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,0,11,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,0,54,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,18,31,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,19,4,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,19,36,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,21,19,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,1,6,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,20,45,0.348901004,0.040342402,0.037216399
Paranapanema,Cuniculus_paca,19,56,0.348901004,0.040342402,0.037216399
Piacatu,Cuniculus_paca,21,35,0.0374397,0.0292092,0.028847899
Piacatu,Cuniculus_paca,22,5,0.0374397,0.0292092,0.028847899
Anhembi,Cuniculus_paca,23,11,0.093518198,0.088011198,0.084569298
Anhembi1,Dasyprocta_azarae,7,38,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,8,27,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,9,45,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,13,8,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,8,3,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,10,8,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,14,4,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,9,35,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,7,12,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,16,4,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,12,26,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,18,5,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,14,3,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,16,42,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,7,22,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,10,40,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,9,47,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,12,22,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,12,5,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,15,29,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,19,56,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,7,44,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,10,7,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,17,16,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,10,40,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,7,19,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,9,28,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,17,54,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,19,9,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,9,38,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,18,55,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,7,34,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,19,27,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,10,10,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,6,55,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,16,58,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,16,52,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,17,27,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,11,27,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,11,30,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,12,14,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,16,45,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,10,52,0.228274003,0.21604,0.080339298
Anhembi1,Dasyprocta_azarae,16,37,0.228274003,0.21604,0.080339298
Araras,Dasyprocta_azarae,7,26,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,19,7,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,15,46,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,18,55,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,21,44,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,13,4,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,9,13,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,18,2,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,10,52,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,8,56,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,11,7,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,14,10,1.926110029,0.372794986,0.283347011
Araras,Dasyprocta_azarae,18,32,1.926110029,0.372794986,0.283347011
Dinamerica,Dasyprocta_azarae,19,2,1.267910004,0.116439,0.111527003
Dinamerica,Dasyprocta_azarae,10,30,1.267910004,0.116439,0.111527003
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,12,40,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,9,3,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,9,52,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,17,43,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,10,9,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,8,22,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,17,37,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,6,20,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,0,47,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,1,29,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,8,45,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,10,4,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,20,0,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,7,26,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,23,21,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,7,18,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,16,48,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,8,25,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,10,30,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,18,41,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,10,20,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,6,39,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,6,53,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,12,9,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,19,41,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,7,43,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,8,14,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,6,41,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,6,49,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,9,4,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,19,13,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,6,36,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,7,2,0.039714798,0.017632,0.0115828
ESEC_Mico_Leao_Preto,Dasyprocta_azarae,19,9,0.039714798,0.017632,0.0115828
