Site	UnPlot	UniquePair	Treatment	Time	RealTime	jaccdist	Heucdist	Abund	Estar	Hstar	Dstar	Adpalms
ITA	ITAopen4	ITA4	open	66	69	0,673951124	0,791515559	6	0,58936851	1,038600945	3,454510647	6
ITA	ITAclosed6	ITA6	closed	66	69	0,504022739	0,670403041	25	0,372262906	1,17490877	3,530387875	14
ITA	ITAopen6	ITA6	open	66	69	0,474858323	0,579830862	14	0,378327784	1,060667	3,082480724	14
ITA	ITAclosed8	ITA8	closed	66	69	0,384933202	0,454006037	15	0,356395431	1,016339881	2,932555708	12
ITA	ITAopen8	ITA8	open	66	69	0,410422292	0,550983648	6	0,51204312	0,9457461	2,945363865	12
ITA	ITAclosed1	ITA1	closed	72	74	0,335400485	0,493417638	27	0,400042561	1,381259538	4,294308627	20
ITA	ITAopen1	ITA1	open	72	74	0,465252911	0,358928076	14	0,411724294	1,213946559	3,570873168	20
ITA	ITAclosed10	ITA10	closed	72	74	0,379286429	0,521357332	18	0,334952666	1,120134544	3,143581904	5
ITA	ITAopen10	ITA10	open	72	74	0,328383738	0,372025428	5	0,478524108	0,803784725	2,497216666	5
ITA	ITAclosed12	ITA12	closed	72	74	0,692424792	0,427955429	3	NA	NA	NA	21
ITA	ITAopen12	ITA12	open	72	74	0,44353568	0,600402245	6	0,573190782	0,929240897	3,127950683	21
ITA	ITAclosed14	ITA14	closed	72	74	0,758213967	1,01390339	23	0,290908942	1,037723046	2,881743726	5
ITA	ITAopen14	ITA14	open	72	74	0,772793591	1,15738789	7	0,533138065	1,056234321	3,350260461	5
ITA	ITAclosed15	ITA15	closed	72	74	0,538058035	0,471442676	48	0,246294334	1,2436784	3,357409475	8
ITA	ITAopen15	ITA15	open	72	74	0,384518009	0,418490113	3	NA	NA	NA	8
ITA	ITAclosed2	ITA2	closed	72	74	0,574022179	0,779661969	28	0,363291079	1,37125333	4,065611124	11
ITA	ITAopen2	ITA2	open	72	74	0,525612936	0,545677011	16	0,448063394	1,180338218	3,720849036	11
ITA	ITAclosed4	ITA4	closed	72	74	0,491450824	0,520440828	38	0,32180758	1,329021107	3,853331176	6
ITA	ITAopen4	ITA4	open	72	74	0,649479118	0,784637383	5	0,657365571	0,997804993	3,542680089	6
ITA	ITAclosed6	ITA6	closed	72	74	0,455410932	0,619222095	24	0,362144148	1,165326403	3,44842756	14
ITA	ITAopen6	ITA6	open	72	74	0,502174887	0,56940578	12	0,411029253	1,038247556	3,092410182	14
ITA	ITAclosed8	ITA8	closed	72	74	0,350268863	0,441074097	16	0,34293791	1,012573965	2,899922948	12
ITA	ITAopen8	ITA8	open	72	74	0,426540279	0,570751453	4	0,550978757	0,790633752	2,563169777	12
