Site	UnPlot	UniquePair	Treatment	Time	RealTime	jaccdist	Heucdist	Abund	Estar	Hstar	Dstar	Adpalms
CAR	CARclosed8	CAR8	closed	48	49	0,608076937	0,736503852	102	0,446027708	1,282131392	4,317691969	9
CAR	CARopen8	CAR8	open	48	49	0,638514042	0,764157225	50	0,341132975	0,551340577	1,907326753	9
CAR	CARclosed9	CAR9	closed	48	49	0,55128614	0,622236449	69	0,381380234	1,039693474	3,16494269	16
CAR	CARopen9	CAR9	open	48	49	0,576642384	0,614088687	41	0,196413759	0,183135737	1,224795275	16
CAR	CARclosed1	CAR1	closed	54	56	0,520059445	0,653129964	32	0,563357655	1,023451252	3,5823216	5
CAR	CARopen1	CAR1	open	54	56	0,627782788	0,741497131	21	NA	NA	NA	5
CAR	CARclosed10	CAR10	closed	54	56	0,571900266	0,625739605	79	0,318131217	0,591504556	1,983201163	7
CAR	CARopen10	CAR10	open	54	56	0,513267211	0,630797267	23	0,326058507	0,210619752	1,28605849	7
CAR	CARclosed11	CAR11	closed	54	56	0,514766985	0,633567855	50	0,605356656	1,174743476	4,239528322	6
CAR	CARopen11	CAR11	open	54	56	0,518222617	0,622175463	39	0,57819163	1,286507306	4,310620909	6
CAR	CARclosed12	CAR12	closed	54	56	0,500136952	0,602374772	32	0,523748681	1,204416664	3,785029304	7
CAR	CARopen12	CAR12	open	54	56	0,512397045	0,604116675	22	0,758652375	1,215699211	4,324527372	7
CAR	CARclosed14	CAR14	closed	54	56	0,650229034	0,935379267	31	0,849563785	1,970826626	8,070962873	2
CAR	CARopen14	CAR14	open	54	56	0,682182247	0,986363673	15	0,865616348	0,960128541	3,680679096	2
CAR	CARclosed15	CAR15	closed	54	56	0,576758168	0,692126324	71	0,3965683	0,829550768	2,596434615	6
CAR	CARopen15	CAR15	open	54	56	0,650126402	0,888834348	21	0,790208549	1,420283328	5,230029146	6
CAR	CARclosed2	CAR2	closed	54	56	0,68125276	0,997003269	52	0,890782692	2,606717156	11,98679609	5
CAR	CARopen2	CAR2	open	54	56	0,64117307	0,866671311	51	0,643483197	1,215362434	4,517644937	5
CAR	CARclosed3	CAR3	closed	54	56	0,691247326	0,967351967	39	0,589599319	0,932655224	3,32295008	4
CAR	CARopen3	CAR3	open	54	56	0,506803129	0,607590511	19	0,725436516	1,334992087	4,525552476	4
CAR	CARclosed4	CAR4	closed	54	56	0,712604457	1,035442864	70	0,422639047	0,840047728	2,737422125	1
CAR	CARopen4	CAR4	open	54	56	0,673235355	0,978954341	37	0,649057316	1,842194977	6,296954866	1
CAR	CARclosed5	CAR5	closed	54	56	0,699845748	0,934076284	67	0,191400591	0,245537551	1,310750731	7
CAR	CARopen5	CAR5	open	54	56	0,523532921	0,694829373	51	0,598074408	1,122680715	3,762682634	7
CAR	CARclosed8	CAR8	closed	54	56	0,618595226	0,747007034	103	0,437740845	1,234778631	4,119483553	9
CAR	CARopen8	CAR8	open	54	56	0,65397549	0,784293805	55	0,33017333	0,480300625	1,758595463	9
CAR	CARclosed9	CAR9	closed	54	56	0,571130263	0,598952489	87	0,324887369	0,777305314	2,411152375	16
CAR	CARopen9	CAR9	open	54	56	0,614732929	0,637861123	44	0,187520249	0,174880917	1,212544707	16
CAR	CARclosed1	CAR1	closed	60	60	0,517734922	0,657554208	36	0,587853762	1,080032422	3,847428221	5
CAR	CARopen1	CAR1	open	60	60	0,64981264	0,746695117	22	NA	NA	NA	5
CAR	CARclosed10	CAR10	closed	60	60	0,577548764	0,623201878	83	0,302513914	0,555189705	1,895009366	7
